1,1,579.88,282.79,188.01999999999998,438.43,1,1,1.0
2,1,574.97,280.68,186.74,433.57,1,1,1.0
3,1,575.73,280.35,182.75,429.27,1,1,1.0
4,1,575.76,279.37,182.09000000000003,430.85,1,1,1.0
5,1,575.39,279.0,182.03999999999996,429.88,1,1,1.0
6,1,572.43,278.62,182.85000000000002,433.36,1,1,1.0
7,1,571.44,278.09,182.4699999999999,432.84,1,1,1.0
8,1,570.0,277.5,183.52999999999997,432.1,1,1,1.0
9,1,568.13,277.17,183.88,431.37999999999994,1,1,1.0
10,1,565.46,275.5,186.18999999999994,435.53999999999996,1,1,1.0
11,1,563.48,276.35,187.39,434.25,1,1,1.0
12,1,561.51,275.73,185.52999999999997,435.35,1,1,1.0
13,1,559.01,276.46,187.11,434.05,1,1,1.0
14,1,556.58,276.2,186.43999999999994,434.71,1,1,1.0
15,1,553.89,275.95,186.75,435.09999999999997,1,1,1.0
16,1,552.34,275.66,184.52999999999997,434.69,1,1,1.0
17,1,550.43,276.33,183.0300000000001,433.31,1,1,1.0
18,1,547.78,275.76,184.49,433.75,1,1,1.0
19,1,544.46,275.22,183.76999999999998,433.53999999999996,1,1,1.0
20,1,541.03,275.16,182.39,437.83,1,1,1.0
21,1,537.31,273.78,180.6400000000001,436.0400000000001,1,1,1.0
22,1,533.82,273.6,179.64,438.55999999999995,1,1,1.0
23,1,530.36,275.38,178.99,434.53999999999996,1,1,1.0
24,1,526.98,275.56,178.74,435.91,1,1,1.0
25,1,523.71,277.85,178.05999999999995,429.65,1,1,1.0
26,1,520.13,278.73,178.02999999999997,429.76,1,1,1.0
27,1,516.57,280.7,177.27999999999997,429.84999999999997,1,1,1.0
28,1,513.86,281.75,177.30999999999995,430.21000000000004,1,1,1.0
29,1,509.6,281.46,177.60000000000002,427.59999999999997,1,1,1.0
30,1,507.72,279.35,178.27999999999997,431.98,1,1,1.0
31,1,508.04,278.5,175.18,430.80999999999995,1,1,1.0
32,1,506.14,278.64,174.57000000000005,432.34000000000003,1,1,1.0
33,1,505.06,277.65,172.43,434.49,1,1,1.0
34,1,504.83,278.51,171.53000000000003,433.6,1,1,1.0
35,1,501.82,278.92,171.62000000000006,433.09999999999997,1,1,1.0
36,1,503.46,279.2,168.96999999999997,431.62000000000006,1,1,1.0
37,1,503.74,278.81,167.14999999999998,429.59999999999997,1,1,1.0
38,1,502.7,279.04,166.82,431.03000000000003,1,1,1.0
39,1,504.34,280.12,163.71999999999997,430.54999999999995,1,1,1.0
40,1,503.56,279.47,162.95,432.17999999999995,1,1,1.0
